from,to,source
1844,1833-09-20,"M"
393,1833-09-20,"M"
1479,1833-09-21,"M"
851,1833-09-22,"M"
1469,1833-09-22,"M"
543,1833-09-24,"M"
811,1833-09-24,"M"
1479,1833-09-25,"M"
851,1833-09-26,"M"
1444,1833-09-26,"M"
1844,1833-09-27,"M"
1469,1833-09-27,"M"
1479,1833-09-28,"M"
1115,1833-09-28,"M"
1527,1833-09-29,"M"
543,1833-09-29,"M"
1469,1833-09-29,"M"
1821,1833-09-30,"M"
1479,1833-09-30,"M"
1469,1833-10-01,"M"
1055,1833-10-01,"M"
1444,1833-10-02,"M"
1844,1833-10-02,"M"
1479,1833-10-03,"M"
1055,1833-10-03,"M"
1821,1833-10-04,"M"
1444,1833-10-04,"M"
851,1833-10-05,"M"
1469,1833-10-05,"M"
1444,1833-10-06,"M"
1479,1833-10-07,"M"
393,1833-10-07,"M"
1080,1833-10-08,"M"
1844,1833-10-08,"M"
1479,1833-10-09,"M"
393,1833-10-09,"M"
1161,1833-10-10,"M"
1080,1833-10-10,"M"
1080,1833-10-11,"M"
1479,1833-10-11,"M"
1797,1833-10-12,"M"
1469,1833-10-12,"M"
1080,1833-10-13,"M"
1469,1833-10-13,"M"
851,1833-10-14,"M"
1444,1833-10-14,"M"
1080,1833-10-15,"M"
1469,1833-10-15,"M"
1444,1833-10-16,"M"
1115,1833-10-16,"M"
1479,1833-10-17,"M"
1089,1833-10-17,"M"
1797,1833-10-18,"M"
1444,1833-10-18,"M"
851,1833-10-19,"M"
811,1833-10-19,"M"
1161,1833-10-20,"M"
1444,1833-10-20,"M"
543,1833-10-21,"M"
480,1833-10-21,"M"
1080,1833-10-22,"M"
1479,1833-10-22,"M"
1797,1833-10-23,"M"
1444,1833-10-23,"M"
851,1833-10-24,"M"
480,1833-10-24,"M"
1797,1833-10-25,"M"
1080,1833-10-25,"M"
1055,1833-10-25,"M"
851,1833-10-26,"M"
1444,1833-10-26,"M"
1080,1833-10-27,"M"
1479,1833-10-27,"M"
543,1833-10-28,"M"
480,1833-10-28,"M"
1444,1833-10-29,"M"
1844,1833-10-29,"M"
1479,1833-10-30,"M"
964,1833-10-30,"M"
1469,1833-10-31,"M"
1055,1833-10-31,"M"
1444,1833-11-01,"M"
1115,1833-11-01,"M"
1280,1833-11-02,"M"
480,1833-11-02,"M"
1444,1833-11-03,"M"
1280,1833-11-03,"M"
1469,1833-11-04,"M"
964,1833-11-04,"M"
851,1833-11-05,"M"
1444,1833-11-05,"M"
1479,1833-11-06,"M"
1055,1833-11-06,"M"
1798,1833-11-07,"M"
1280,1833-11-08,"M"
480,1833-11-08,"M"
1798,1833-11-09,"M"
1080,1833-11-10,"M"
1444,1833-11-10,"M"
1798,1833-11-11,"M"
1797,1833-11-11,"M"
1821,1833-11-12,"M"
480,1833-11-12,"M"
1798,1833-11-13,"M"
1055,1833-11-13,"M"
1161,1833-11-14,"M"
1444,1833-11-14,"M"
1080,1833-11-16,"M"
1479,1833-11-16,"M"
1798,1833-11-17,"M"
1527,1833-11-17,"M"
851,1833-11-17,"M"
1161,1833-11-18,"M"
1444,1833-11-18,"M"
1527,1833-11-19,"M"
851,1833-11-19,"M"
543,1833-11-19,"M"
1080,1833-11-20,"M"
1128,1833-11-20,"M"
1115,1833-11-20,"M"
1798,1833-11-21,"M"
964,1833-11-21,"M"
1444,1833-11-22,"M"
1161,1833-11-23,"M"
1236,1833-11-23,"M"
1080,1833-11-24,"M"
1444,1833-11-24,"M"
1479,1833-11-25,"M"
1280,1833-11-25,"M"
1128,1833-11-25,"M"
1444,1833-11-26,"M"
1798,1833-11-27,"M"
1080,1833-11-27,"M"
1444,1833-11-28,"M"
1161,1833-11-29,"M"
767,1833-11-29,"M"
1479,1833-11-30,"M"
1115,1833-11-30,"M"
1080,1833-12-01,"M"
1444,1833-12-01,"M"
1798,1833-12-02,"M"
1479,1833-12-02,"M"
1080,1833-12-03,"M"
1444,1833-12-03,"M"
1797,1833-12-04,"M"
1161,1833-12-04,"M"
1798,1833-12-05,"M"
1444,1833-12-05,"M"
1280,1833-12-06,"M"
480,1833-12-06,"M"
851,1833-12-07,"M"
767,1833-12-07,"M"
1798,1833-12-08,"M"
1444,1833-12-08,"M"
1128,1833-12-09,"M"
480,1833-12-09,"M"
1444,1833-12-10,"M"
1236,1833-12-10,"M"
1798,1833-12-11,"M"
1280,1833-12-11,"M"
1479,1833-12-12,"M"
1444,1833-12-12,"M"
1115,1833-12-13,"M"
480,1833-12-13,"M"
543,1833-12-14,"M"
767,1833-12-14,"M"
1444,1833-12-15,"M"
811,1833-12-15,"M"
1280,1833-12-16,"M"
480,1833-12-16,"M"
1161,1833-12-17,"M"
1444,1833-12-17,"M"
1798,1833-12-21,"M"
1128,1833-12-21,"M"
1444,1833-12-22,"M"
811,1833-12-22,"M"
1444,1833-12-24,"M"
1128,1833-12-24,"M"
1851,1833-12-25,"M"
1444,1833-12-25,"M"
851,1833-12-26,"M"
480,1833-12-26,"M"
543,1833-12-27,"M"
1089,1833-12-27,"M"
1115,1833-12-28,"M"
964,1833-12-28,"M"
1821,1833-12-29,"M"
1444,1833-12-29,"M"
1128,1833-12-29,"M"
1544,1833-12-31,"M"
1080,1834-01-01,"M"
1444,1834-01-01,"M"
1544,1834-01-02,"M"
1527,1834-01-03,"M"
1128,1834-01-03,"M"
1055,1834-01-03,"M"
1544,1834-01-04,"M"
1844,1834-01-04,"M"
1080,1834-01-05,"M"
1444,1834-01-05,"M"
1821,1834-01-06,"M"
1544,1834-01-06,"M"
1544,1834-01-07,"M"
1280,1834-01-07,"M"
1444,1834-01-08,"M"
1280,1834-01-08,"M"
1544,1834-01-09,"M"
1244,1834-01-09,"M"
1851,1834-01-10,"M"
1444,1834-01-10,"M"
1544,1834-01-11,"M"
1128,1834-01-11,"M"
1080,1834-01-12,"M"
480,1834-01-12,"M"
1544,1834-01-13,"M"
1244,1834-01-13,"M"
364,1834-01-14,"M"
1310,1834-01-14,"M"
1544,1834-01-15,"M"
1128,1834-01-15,"M"
1444,1834-01-16,"M"
364,1834-01-16,"M"
1161,1834-01-17,"M"
1544,1834-01-17,"M"
364,1834-01-18,"C"
1080,1834-01-19,"M"
1444,1834-01-19,"M"
1544,1834-01-20,"M"
1469,1834-01-20,"M"
1080,1834-01-21,"M"
1544,1834-01-21,"M"
1444,1834-01-22,"M"
435,1834-01-22,"M"
1793,1834-01-23,"M"
364,1834-01-23,"M"
1793,1834-01-24,"M"
1544,1834-01-24,"M"
1055,1834-01-24,"M"
1793,1834-01-25,"M"
364,1834-01-25,"M"
1544,1834-01-26,"M"
1444,1834-01-26,"M"
1161,1834-01-27,"M"
480,1834-01-27,"M"
1793,1834-01-28,"M"
1821,1834-01-28,"M"
1544,1834-01-28,"M"
1851,1834-01-29,"M"
1444,1834-01-29,"M"
1797,1834-01-30,"M"
1793,1834-01-30,"M"
1544,1834-01-30,"M"
1793,1834-01-31,"M"
1544,1834-01-31,"M"
364,1834-01-31,"M"
1793,1834-02-01,"M"
364,1834-02-01,"M"
1310,1834-02-01,"M"
1544,1834-02-02,"M"
480,1834-02-02,"M"
1080,1834-02-03,"M"
1544,1834-02-03,"M"
1793,1834-02-04,"M"
1444,1834-02-04,"M"
1544,1834-02-05,"M"
1236,1834-02-05,"M"
364,1834-02-05,"M"
1793,1834-02-06,"M"
480,1834-02-06,"M"
1161,1834-02-07,"M"
1444,1834-02-07,"M"
1793,1834-02-08,"M"
1544,1834-02-08,"M"
1310,1834-02-08,"M"
1793,1834-02-09,"M"
1444,1834-02-09,"M"
1793,1834-02-10,"M"
1080,1834-02-10,"M"
1851,1834-02-10,"M"
1444,1834-02-11,"M"
1793,1834-02-12,"M"
1444,1834-02-12,"M"
1403,1834-02-13,"M"
1310,1834-02-13,"M"
968,1834-02-13,"M"
1080,1834-02-14,"M"
1444,1834-02-14,"M"
1851,1834-02-15,"M"
767,1834-02-15,"M"
1793,1834-02-16,"M"
851,1834-02-16,"M"
1444,1834-02-16,"M"
1793,1834-02-17,"M"
1080,1834-02-17,"M"
1055,1834-02-17,"M"
1680,1834-02-18,"M"
360,1834-02-18,"M"
1055,1834-02-18,"M"
1544,1834-02-19,"M"
1444,1834-02-19,"M"
1793,1834-02-20,"M"
1080,1834-02-20,"M"
1115,1834-02-20,"M"
1793,1834-02-21,"M"
1444,1834-02-21,"M"
1236,1834-02-21,"M"
1403,1834-02-22,"M"
1680,1834-02-22,"M"
364,1834-02-22,"M"
1080,1834-02-23,"M"
1444,1834-02-23,"M"
1793,1834-02-24,"M"
543,1834-02-24,"M"
1115,1834-02-24,"M"
1080,1834-02-25,"M"
1444,1834-02-25,"M"
1544,1834-02-26,"M"
435,1834-02-26,"M"
364,1834-02-26,"M"
360,1834-02-27,"M"
1844,1834-02-27,"M"
968,1834-02-27,"M"
1793,1834-02-28,"M"
1444,1834-02-28,"M"
1793,1834-03-01,"M"
1080,1834-03-01,"M"
364,1834-03-01,"M"
1403,1834-03-02,"M"
1851,1834-03-02,"M"
1089,1834-03-02,"M"
1161,1834-03-03,"M"
1280,1834-03-03,"M"
364,1834-03-03,"M"
1544,1834-03-04,"M"
1444,1834-03-04,"M"
1856,1834-03-05,"M"
1680,1834-03-05,"M"
364,1834-03-05,"M"
1793,1834-03-06,"M"
1444,1834-03-06,"M"
1793,1834-03-07,"M"
1544,1834-03-07,"M"
1115,1834-03-07,"M"
1797,1834-03-08,"M"
1544,1834-03-08,"M"
364,1834-03-08,"M"
1444,1834-03-09,"M"
767,1834-03-09,"M"
1527,1834-03-10,"M"
1544,1834-03-10,"M"
364,1834-03-10,"M"
1161,1834-03-11,"M"
1851,1834-03-11,"M"
1403,1834-03-12,"M"
1680,1834-03-12,"M"
1544,1834-03-12,"M"
1527,1834-03-13,"M"
543,1834-03-13,"M"
964,1834-03-13,"M"
1544,1834-03-14,"M"
1089,1834-03-14,"M"
1108,1834-03-15,"M"
543,1834-03-15,"M"
1115,1834-03-15,"M"
1403,1834-03-16,"M"
1080,1834-03-16,"M"
1680,1834-03-16,"M"
1161,1834-03-17,"M"
851,1834-03-17,"M"
1444,1834-03-18,"M"
364,1834-03-18,"M"
1080,1834-03-19,"M"
1544,1834-03-19,"M"
1444,1834-03-20,"M"
1195,1834-03-20,"M"
1161,1834-03-21,"M"
480,1834-03-21,"M"
1086,1834-03-22,"M"
1544,1834-03-22,"M"
1080,1834-03-23,"M"
1444,1834-03-23,"M"
1444,1834-03-24,"M"
1844,1834-03-24,"M"
1236,1834-03-25,"M"
1115,1834-03-25,"M"
1195,1834-03-25,"M"
1161,1834-03-26,"M"
1161,1834-03-27,"M"
1527,1834-03-27,"M"
543,1834-03-27,"M"
1856,1834-03-30,"M"
1444,1834-03-30,"M"
1108,1834-03-31,"M"
543,1834-03-31,"M"
1280,1834-03-31,"M"
1053,1834-05-24,"M"
1793,1834-05-25,"M"
1444,1834-05-25,"M"
1053,1834-05-26,"M"
1053,1834-05-27,"M"
1086,1834-05-28,"M"
1444,1834-05-28,"M"
1053,1834-05-29,"M"
1080,1834-05-30,"M"
1444,1834-05-30,"M"
1053,1834-05-31,"M"
1086,1834-06-01,"M"
1444,1834-06-01,"M"
1053,1834-06-02,"M"
1053,1834-06-03,"M"
1086,1834-06-04,"M"
1145,1834-06-04,"M"
435,1834-06-04,"M"
1053,1834-06-05,"M"
1080,1834-06-06,"M"
1444,1834-06-06,"M"
1053,1834-06-07,"M"
1444,1834-06-08,"M"
1145,1834-06-08,"M"
1128,1834-06-08,"M"
1053,1834-06-09,"M"
1053,1834-06-10,"M"
1086,1834-06-11,"M"
1145,1834-06-11,"M"
125,1834-06-11,"M"
1053,1834-06-12,"M"
435,1834-06-13,"M"
125,1834-06-13,"M"
1053,1834-06-14,"M"
1444,1834-06-15,"M"
125,1834-06-15,"M"
1053,1834-06-16,"M"
1444,1834-06-17,"M"
125,1834-06-17,"M"
1053,1834-06-18,"M"
1053,1834-06-19,"M"
125,1834-06-20,"M"
964,1834-06-20,"M"
1053,1834-06-21,"M"
550,1834-06-22,"M"
1444,1834-06-22,"M"
125,1834-06-22,"M"
1053,1834-06-23,"M"
1053,1834-06-24,"M"
435,1834-06-25,"M"
125,1834-06-25,"M"
964,1834-06-25,"M"
1053,1834-06-26,"M"
550,1834-06-27,"M"
480,1834-06-27,"M"
1053,1834-06-28,"M"
1793,1834-06-29,"M"
1444,1834-06-29,"M"
125,1834-06-29,"M"
550,1834-06-30,"M"
1444,1834-06-30,"M"
582,1834-06-30,"M"
1053,1834-07-01,"M"
1080,1834-07-02,"M"
480,1834-07-02,"M"
1053,1834-07-03,"M"
1793,1834-07-04,"M"
550,1834-07-04,"M"
480,1834-07-04,"M"
1053,1834-07-05,"M"
1444,1834-07-06,"M"
964,1834-07-06,"M"
1383,1834-07-07,"M"
88,1834-07-07,"M"
1053,1834-07-08,"M"
1444,1834-07-09,"M"
88,1834-07-09,"M"
1053,1834-07-10,"M"
1383,1834-07-11,"M"
88,1834-07-11,"M"
1053,1834-07-12,"M"
1383,1834-07-13,"M"
88,1834-07-13,"M"
1383,1834-07-14,"M"
88,1834-07-14,"M"
1053,1834-07-15,"M"
1444,1834-07-16,"M"
88,1834-07-16,"M"
1053,1834-07-17,"M"
1080,1834-07-18,"M"
480,1834-07-18,"M"
1053,1834-07-19,"M"
1383,1834-07-20,"M"
1115,1834-07-20,"M"
88,1834-07-20,"M"
1444,1834-07-21,"M"
88,1834-07-21,"M"
1053,1834-07-22,"M"
1783,1834-07-23,"M"
1544,1834-07-23,"M"
1115,1834-07-23,"M"
1053,1834-07-24,"M"
1783,1834-07-25,"M"
1544,1834-07-25,"M"
88,1834-07-25,"M"
1053,1834-07-26,"M"
1383,1834-07-27,"M"
1115,1834-07-27,"M"
88,1834-07-27,"M"
1053,1834-07-28,"Figaro"
767,1834-07-29,"M"
1544,1834-07-30,"M"
125,1834-07-30,"M"
88,1834-07-30,"M"
1053,1834-07-31,"M"
1783,1834-08-01,"M"
1383,1834-08-01,"M"
1053,1834-08-02,"M"
1783,1834-08-03,"M"
1444,1834-08-03,"M"
88,1834-08-03,"M"
1783,1834-08-04,"M"
811,1834-08-04,"M"
1053,1834-08-05,"M"
1783,1834-08-06,"M"
811,1834-08-06,"M"
1053,1834-08-07,"M"
88,1834-08-07,"M"
1783,1834-08-08,"M"
1444,1834-08-08,"M"
1053,1834-08-09,"M"
88,1834-08-09,"M"
1444,1834-08-10,"M"
88,1834-08-10,"M"
1783,1834-08-11,"M"
1115,1834-08-11,"M"
480,1834-08-11,"M"
1053,1834-08-12,"M"
582,1834-08-12,"M"
1783,1834-08-13,"M"
811,1834-08-13,"M"
1053,1834-08-14,"M"
88,1834-08-14,"M"
1793,1834-08-15,"M"
1444,1834-08-15,"M"
1115,1834-08-15,"M"
1053,1834-08-16,"C"
1080,1834-08-17,"M"
1444,1834-08-17,"M"
1783,1834-08-18,"M"
811,1834-08-18,"M"
1053,1834-08-19,"M"
88,1834-08-19,"M"
1383,1834-08-20,"M"
1236,1834-08-20,"M"
1053,1834-08-21,"M"
88,1834-08-21,"M"
1793,1834-08-22,"M"
480,1834-08-22,"M"
1053,1834-08-23,"M"
1527,1834-08-23,"M"
1161,1834-08-24,"M"
1444,1834-08-24,"M"
1793,1834-08-25,"M"
1161,1834-08-25,"M"
1115,1834-08-25,"M"
1053,1834-08-26,"M"
1527,1834-08-26,"M"
1783,1834-08-27,"M"
1053,1834-08-27,"M"
1783,1834-08-28,"M"
1115,1834-08-28,"M"
784,1834-08-28,"M"
1527,1834-08-29,"M"
1444,1834-08-29,"M"
88,1834-08-29,"M"
1793,1834-08-30,"M"
1053,1834-08-30,"M"
1444,1834-08-31,"M"
480,1834-08-31,"M"
550,1834-09-01,"M"
1244,1834-09-01,"M"
784,1834-09-01,"M"
1783,1834-09-02,"M"
1053,1834-09-02,"M"
1080,1834-09-03,"M"
784,1834-09-03,"M"
88,1834-09-03,"M"
1053,1834-09-04,"M"
1527,1834-09-04,"M"
1244,1834-09-05,"M"
784,1834-09-05,"M"
582,1834-09-05,"M"
1783,1834-09-06,"M"
1053,1834-09-06,"M"
1444,1834-09-07,"M"
480,1834-09-07,"M"
1161,1834-09-08,"M"
784,1834-09-08,"M"
1783,1834-09-09,"M"
1053,1834-09-09,"M"
1444,1834-09-10,"M"
784,1834-09-10,"M"
1053,1834-09-11,"M"
1821,1834-09-11,"M"
1783,1834-09-12,"M"
1444,1834-09-12,"M"
784,1834-09-13,"M"
480,1834-09-13,"M"
1793,1834-09-14,"M"
1086,1834-09-14,"M"
1115,1834-09-14,"M"
1783,1834-09-15,"M"
1527,1834-09-15,"M"
784,1834-09-15,"M"
1053,1834-09-16,"M"
1821,1834-09-16,"M"
1783,1834-09-17,"M"
480,1834-09-17,"M"
1053,1834-09-18,"M"
784,1834-09-18,"M"
1793,1834-09-19,"M"
1161,1834-09-19,"M"
1544,1834-09-19,"M"
1783,1834-09-20,"M"
1053,1834-09-20,"M"
767,1834-09-21,"M"
480,1834-09-21,"M"
1053,1834-09-22,"M"
784,1834-09-22,"M"
1783,1834-09-23,"M"
811,1834-09-23,"M"
1783,1834-09-24,"M"
1821,1834-09-24,"M"
964,1834-09-24,"M"
1793,1834-09-25,"M"
1115,1834-09-25,"M"
342,1834-09-25,"M"
1783,1834-09-26,"M"
1444,1834-09-26,"M"
582,1834-09-27,"M"
342,1834-09-27,"M"
1195,1834-09-27,"M"
1444,1834-09-28,"M"
811,1834-09-28,"M"
1783,1834-09-29,"M"
342,1834-09-29,"M"
1195,1834-09-29,"M"
1053,1834-09-30,"M"
784,1834-09-30,"M"
1161,1834-10-01,"M"
480,1834-10-01,"M"
1053,1834-10-03,"M"
1821,1834-10-03,"M"
1783,1834-10-04,"M"
1821,1834-10-04,"M"
342,1834-10-04,"M"
1444,1834-10-05,"M"
811,1834-10-05,"M"
1783,1834-10-06,"M"
1053,1834-10-06,"M"
1783,1834-10-07,"M"
1053,1834-10-07,"M"
1244,1834-10-08,"M"
811,1834-10-08,"M"
1783,1834-10-09,"M"
767,1834-10-09,"M"
767,1834-10-11,"M"
811,1834-10-11,"M"
1383,1834-10-12,"M"
811,1834-10-12,"M"
1783,1834-10-13,"M"
1080,1834-10-13,"M"
1128,1834-10-13,"M"
1783,1834-10-14,"M"
1236,1834-10-14,"M"
811,1834-10-14,"M"
1856,1834-10-15,"M"
480,1834-10-15,"M"
929,1834-10-15,"M"
1080,1834-10-16,"M"
342,1834-10-16,"M"
929,1834-10-16,"M"
1783,1834-10-17,"M"
1244,1834-10-17,"M"
342,1834-10-17,"M"
1053,1834-10-18,"M"
1195,1834-10-18,"M"
1856,1834-10-19,"M"
480,1834-10-19,"M"
929,1834-10-19,"M"
342,1834-10-20,"M"
811,1834-10-20,"M"
1053,1834-10-21,"M"
1244,1834-10-21,"M"
1444,1834-10-22,"M"
342,1834-10-22,"M"
1783,1834-10-23,"M"
1856,1834-10-23,"M"
342,1834-10-23,"M"
1236,1834-10-24,"M"
480,1834-10-24,"M"
1444,1834-10-25,"M"
342,1834-10-25,"M"
1053,1834-10-26,"M"
1856,1834-10-26,"M"
1783,1834-10-27,"M"
582,1834-10-27,"M"
342,1834-10-27,"M"
1783,1834-10-28,"M"
1115,1834-10-28,"M"
811,1834-10-28,"M"
1444,1834-10-29,"M"
342,1834-10-29,"M"
1135,1834-10-31,"M"
1793,1834-11-01,"M"
342,1834-11-01,"M"
811,1834-11-01,"M"
1444,1834-11-02,"M"
480,1834-11-02,"M"
1135,1834-11-03,"M"
1135,1834-11-04,"M"
1053,1834-11-05,"M"
342,1834-11-05,"M"
1135,1834-11-06,"M"
1793,1834-11-07,"M"
342,1834-11-07,"M"
811,1834-11-07,"M"
1053,1834-11-08,"M"
582,1834-11-08,"M"
1444,1834-11-09,"M"
811,1834-11-09,"M"
1053,1834-11-10,"M"
1128,1834-11-10,"M"
1195,1834-11-10,"M"
1135,1834-11-11,"M"
342,1834-11-11,"M"
1527,1834-11-12,"M"
1444,1834-11-12,"M"
1236,1834-11-12,"M"
1135,1834-11-13,"M"
582,1834-11-13,"M"
1444,1834-11-14,"M"
342,1834-11-14,"M"
1783,1834-11-15,"M"
1135,1834-11-15,"M"
1444,1834-11-16,"M"
767,1834-11-16,"M"
1135,1834-11-17,"M"
342,1834-11-17,"M"
1783,1834-11-18,"M"
1135,1834-11-18,"M"
1080,1834-11-19,"M"
1444,1834-11-19,"M"
1135,1834-11-20,"M"
342,1834-11-20,"M"
1793,1834-11-21,"M"
1783,1834-11-21,"M"
480,1834-11-21,"M"
1135,1834-11-22,"M"
342,1834-11-22,"M"
1053,1834-11-23,"M"
1444,1834-11-23,"M"
1135,1834-11-24,"M"
342,1834-11-24,"M"
1135,1834-11-25,"M"
342,1834-11-25,"M"
1783,1834-11-26,"M"
1128,1834-11-26,"M"
811,1834-11-26,"M"
1135,1834-11-27,"M"
342,1834-11-27,"M"
1053,1834-11-28,"M"
582,1834-11-28,"M"
784,1834-11-29,"M"
435,1834-11-29,"M"
342,1834-11-29,"M"
1053,1834-11-30,"M"
1444,1834-11-30,"M"
1783,1834-12-01,"M"
342,1834-12-01,"M"
1635,1834-12-01,"M"
1135,1834-12-02,"M"
342,1834-12-02,"M"
1053,1834-12-03,"M"
1635,1834-12-03,"M"
1135,1834-12-04,"M"
342,1834-12-04,"M"
784,1834-12-05,"M"
435,1834-12-05,"M"
342,1834-12-05,"M"
1856,1834-12-06,"M"
1821,1834-12-06,"M"
342,1834-12-06,"M"
1053,1834-12-07,"M"
1135,1834-12-07,"M"
1135,1834-12-08,"M"
1635,1834-12-08,"M"
1856,1834-12-09,"M"
342,1834-12-09,"M"
1635,1834-12-09,"M"
1793,1834-12-10,"M"
1783,1834-12-10,"M"
1053,1834-12-10,"M"
1856,1834-12-11,"M"
342,1834-12-11,"M"
1635,1834-12-11,"M"
1444,1834-12-12,"M"
1128,1834-12-12,"M"
435,1834-12-12,"M"
1878,1834-12-13,"M"
342,1834-12-13,"M"
1635,1834-12-13,"M"
1053,1834-12-14,"M"
1444,1834-12-14,"M"
1135,1834-12-15,"M"
342,1834-12-15,"M"
1878,1834-12-16,"M"
342,1834-12-16,"M"
1635,1834-12-16,"M"
1793,1834-12-17,"M"
1080,1834-12-17,"M"
784,1834-12-17,"M"
1878,1834-12-18,"M"
342,1834-12-18,"M"
1635,1834-12-18,"M"
1856,1834-12-19,"M"
1444,1834-12-19,"M"
1878,1834-12-20,"M"
342,1834-12-20,"M"
1635,1834-12-20,"M"
1878,1834-12-21,"M"
1135,1834-12-21,"M"
1635,1834-12-21,"M"
1821,1834-12-22,"M"
1128,1834-12-22,"M"
811,1834-12-22,"M"
1878,1834-12-23,"C"
342,1834-12-23,"C"
1635,1834-12-23,"C"
1793,1834-12-24,"M"
784,1834-12-24,"M"
762,1834-12-24,"M"
1878,1834-12-25,"M"
342,1834-12-25,"M"
1635,1834-12-25,"M"
1856,1834-12-26,"M"
1135,1834-12-26,"M"
342,1834-12-27,"M"
1878,1834-12-28,"M"
1053,1834-12-28,"M"
1635,1834-12-28,"M"
1783,1834-12-29,"M"
1135,1834-12-29,"M"
1128,1834-12-29,"M"
1878,1834-12-30,"M"
342,1834-12-30,"M"
1635,1834-12-30,"M"
1783,1834-12-31,"M"
1444,1834-12-31,"M"
1878,1835-01-01,"M"
342,1835-01-01,"M"
1635,1835-01-01,"M"
1053,1835-01-02,"M"
784,1835-01-02,"M"
1878,1835-01-03,"M"
342,1835-01-03,"M"
1635,1835-01-03,"M"
1878,1835-01-04,"M"
1135,1835-01-04,"M"
1635,1835-01-04,"M"
1053,1835-01-05,"M"
1128,1835-01-05,"M"
1878,1835-01-06,"M"
342,1835-01-06,"M"
1635,1835-01-06,"M"
1856,1835-01-07,"M"
1444,1835-01-07,"M"
1878,1835-01-08,"M"
1444,1835-01-08,"M"
1635,1835-01-08,"M"
1053,1835-01-09,"M"
1128,1835-01-09,"M"
1878,1835-01-10,"M"
1856,1835-01-10,"M"
1635,1835-01-10,"M"
1878,1835-01-11,"M"
1444,1835-01-11,"M"
1635,1835-01-11,"M"
1053,1835-01-13,"M"
1635,1835-01-13,"M"
1793,1835-01-15,"M"
1560,1835-01-15,"M"
1783,1835-01-16,"M"
1161,1835-01-16,"M"
1128,1835-01-16,"M"
1783,1835-01-17,"M"
1560,1835-01-17,"M"
1878,1835-01-18,"M"
342,1835-01-18,"M"
1635,1835-01-18,"M"
1560,1835-01-19,"M"
1108,1835-01-19,"M"
1560,1835-01-21,"M"
1821,1835-01-21,"M"
1560,1835-01-22,"M"
1145,1835-01-22,"M"
435,1835-01-23,"M"
342,1835-01-23,"M"
1635,1835-01-23,"M"
1560,1835-01-24,"M"
1635,1835-01-24,"M"
1793,1835-01-25,"M"
1444,1835-01-25,"M"
342,1835-01-25,"M"
1560,1835-01-26,"M"
435,1835-01-26,"M"
1560,1835-01-28,"M"
1128,1835-01-28,"M"
1560,1835-01-29,"M"
1635,1835-01-29,"M"
342,1835-01-30,"M"
480,1835-01-30,"M"
1560,1835-01-31,"M"
1635,1835-01-31,"M"
1444,1835-02-01,"M"
342,1835-02-01,"M"
1635,1835-02-01,"M"
1560,1835-02-02,"M"
342,1835-02-02,"M"
1783,1835-02-03,"M"
1560,1835-02-03,"M"
1135,1835-02-04,"M"
342,1835-02-04,"M"
640,1835-02-04,"M"
1560,1835-02-05,"M"
640,1835-02-05,"M"
1560,1835-02-07,"M"
1635,1835-02-07,"M"
1444,1835-02-08,"M"
1383,1835-02-08,"M"
1783,1835-02-09,"M"
1560,1835-02-09,"M"
1560,1835-02-11,"M"
342,1835-02-11,"M"
1560,1835-02-12,"M"
342,1835-02-12,"M"
1444,1835-02-13,"M"
1635,1835-02-13,"M"
640,1835-02-13,"M"
1560,1835-02-14,"M"
342,1835-02-14,"M"
1444,1835-02-15,"M"
342,1835-02-15,"M"
640,1835-02-15,"M"
1560,1835-02-16,"M"
342,1835-02-16,"M"
1560,1835-02-18,"M"
342,1835-02-18,"M"
1560,1835-02-19,"M"
342,1835-02-19,"M"
1793,1835-02-20,"M"
1053,1835-02-20,"M"
1635,1835-02-20,"M"
1560,1835-02-21,"M"
342,1835-02-21,"M"
1560,1835-02-22,"M"
1635,1835-02-22,"M"
1793,1835-02-24,"M"
1444,1835-02-24,"M"
1635,1835-02-24,"M"
1560,1835-02-25,"M"
342,1835-02-25,"M"
1560,1835-02-26,"C"
342,1835-02-26,"C"
1560,1835-02-27,"M"
1635,1835-02-27,"M"
1851,1835-02-28,"M"
1174,1835-02-28,"M"
640,1835-02-28,"M"
1878,1835-03-01,"M"
1560,1835-03-01,"M"
1878,1835-03-02,"M"
342,1835-03-02,"M"
1174,1835-03-02,"M"
1878,1835-03-03,"M"
1560,1835-03-03,"M"
1851,1835-03-04,"M"
342,1835-03-04,"M"
1174,1835-03-04,"M"
1560,1835-03-05,"M"
1128,1835-03-05,"M"
1174,1835-03-05,"M"
342,1835-03-06,"M"
1635,1835-03-06,"M"
480,1835-03-06,"M"
1560,1835-03-07,"M"
1174,1835-03-07,"M"
1878,1835-03-08,"M"
1444,1835-03-08,"M"
1174,1835-03-08,"M"
1560,1835-03-09,"M"
1174,1835-03-09,"M"
1560,1835-03-10,"M"
1174,1835-03-10,"M"
1878,1835-03-11,"M"
1444,1835-03-11,"M"
1560,1835-03-12,"M"
1635,1835-03-12,"M"
1174,1835-03-12,"M"
342,1835-03-13,"M"
1635,1835-03-13,"M"
1174,1835-03-13,"M"
1560,1835-03-14,"M"
342,1835-03-14,"M"
640,1835-03-14,"M"
1878,1835-03-15,"M"
1560,1835-03-15,"M"
1174,1835-03-15,"M"
1560,1835-03-16,"M"
1444,1835-03-16,"M"
1783,1835-03-17,"M"
1560,1835-03-17,"M"
